Time [s],Forward Velocity [m/s],Angular Velocity [rad/s],Subject #,Range [m],Bearing [rad],x [m],y [m],Orientation [rad]
1288972680.94,,,12.0,1.988,-0.214,,,
1288972681.006,0.165,-1.003,,,,,,
1288972681.007,,,,,,2.6697826,-0.7301294,0.65279633
1288972680.491,,,13.0,1.172,0.152,,,
1288972680.719,,,12.0,1.947,-0.324,,,
1288972680.94,,,13.0,1.069,0.402,,,
1288972680.94,,,12.0,1.988,-0.214,,,
1288972681.17,,,12.0,1.992,-0.084,,,
1288972681.249,0.165,-1.003,,,,,,
1288972681.25,,,,,,2.6962829,-0.7126084,0.50609633
1288972680.491,,,13.0,1.172,0.152,,,
1288972680.719,,,12.0,1.947,-0.324,,,
1288972680.94,,,13.0,1.069,0.402,,,
1288972680.94,,,12.0,1.988,-0.214,,,
1288972681.17,,,12.0,1.992,-0.084,,,
1288972681.389,,,12.0,1.968,0.076,,,
1288972681.492,0.165,-1.003,,,,,,
1288972681.493,,,,,,2.7232571,-0.6911428,0.29119633
1288972680.491,,,13.0,1.172,0.152,,,
1288972680.719,,,12.0,1.947,-0.324,,,
1288972680.94,,,13.0,1.069,0.402,,,
1288972680.94,,,12.0,1.988,-0.214,,,
1288972681.17,,,12.0,1.992,-0.084,,,
1288972681.389,,,12.0,1.968,0.076,,,
1288972681.608,,,12.0,1.916,0.2,,,
1288972681.792,0.165,-1.003,,,,,,
1288972681.793,,,,,,2.7647347,-0.6860691,0.18889633
1288972681.823,,,12.0,1.836,0.324,,,
1288972681.907,0.165,-1.003,,,,,,
1288972681.908,,,,,,2.7800047,-0.6830494,0.11839633
1288972681.823,,,12.0,1.836,0.324,,,
1288972682.686,,,11.0,2.052,-0.512,,,
1288972682.765,0.165,-1.003,,,,,,
1288972682.766,,,,,,2.8891453,-0.6991466,-0.36850367
1288972681.823,,,12.0,1.836,0.324,,,
1288972682.686,,,11.0,2.052,-0.512,,,
1288972683.127,,,11.0,2.208,-0.278,,,
1288972683.14,0.165,-1.003,,,,,,
1288972683.141,,,,,,2.9347724,-0.7173992,-0.60600367
1288972681.823,,,12.0,1.836,0.324,,,
1288972682.686,,,11.0,2.052,-0.512,,,
1288972683.127,,,11.0,2.208,-0.278,,,
1288972683.343,,,11.0,2.248,-0.167,,,
1288972683.379,0.165,-1.003,,,,,,
1288972683.3799999,,,,,,2.9609876,-0.7374232,-0.74840367
1288972681.823,,,12.0,1.836,0.324,,,
1288972682.686,,,11.0,2.052,-0.512,,,
1288972683.127,,,11.0,2.208,-0.278,,,
1288972683.343,,,11.0,2.248,-0.167,,,
1288972683.559,,,11.0,2.241,-0.039,,,
1288972683.619,0.165,-1.003,,,,,,
1288972683.62,,,,,,2.9835054,-0.7623098,-0.89110367
1288972681.823,,,12.0,1.836,0.324,,,
1288972682.686,,,11.0,2.052,-0.512,,,
1288972683.127,,,11.0,2.208,-0.278,,,
1288972683.343,,,11.0,2.248,-0.167,,,
1288972683.559,,,11.0,2.241,-0.039,,,
1288972683.827,,,11.0,2.216,0.075,,,
1288972683.859,0.165,-1.003,,,,,,
1288972683.86,,,,,,3.0029345,-0.7878317,-1.03850367
1288972681.823,,,12.0,1.836,0.324,,,
1288972682.686,,,11.0,2.052,-0.512,,,
1288972683.127,,,11.0,2.208,-0.278,,,
1288972683.343,,,11.0,2.248,-0.167,,,
1288972683.559,,,11.0,2.241,-0.039,,,
1288972683.827,,,11.0,2.216,0.075,,,
1288972685.557,0.165,-1.003,,,,,,
1288972685.5579998,,,,,,3.0455795,-1.0245079,-1.51160367
1288972685.596,,,8.0,4.168,0.249,,,
1288972685.677,0.165,-1.003,,,,,,
1288972685.678,,,,,,3.0473321,-1.0431198,-1.54620367
1288972685.596,,,8.0,4.168,0.249,,,
1288972687.361,0.165,-1.003,,,,,,
1288972687.362,,,,,,3.0075705,-1.2888925,-1.67058898
1288972687.369,,,8.0,3.665,0.483,,,
1288972687.369,,,5.0,1.92,0.239,,,
1288972687.481,0.165,-1.003,,,,,,
1288972687.4819999,,,,,,3.0043268,-1.3079692,-1.70718898
1288972687.369,,,8.0,3.665,0.483,,,
1288972687.369,,,5.0,1.92,0.239,,,
1288972688.801,0.165,0.902,,,,,,
1288972688.802,,,,,,2.9238836,-1.4770968,-2.03448898
1288972687.369,,,8.0,3.665,0.483,,,
1288972687.369,,,5.0,1.92,0.239,,,
1288972690.845,0.165,0.902,,,,,,
1288972690.846,,,,,,2.8446065,-1.7662456,-1.74358898
1288972690.89,,,5.0,1.889,0.33,,,
1288972690.965,0.165,0.902,,,,,,
1288972690.9659998,,,,,,2.8409972,-1.7842495,-1.71728898
1288972690.89,,,5.0,1.889,0.33,,,
1288972697.814,0.165,-1.003,,,,,,
1288972697.8149998,,,,,,3.2061446,-2.7253706,-1.17550367
1288972690.89,,,5.0,1.889,0.33,,,
1288972698.113,,,8.0,2.57,0.207,,,
1288972698.173,0.165,-1.003,,,,,,
1288972698.174,,,,,,3.2233648,-2.7717085,-1.36130367
1288972690.89,,,5.0,1.889,0.33,,,
1288972698.113,,,8.0,2.57,0.207,,,
1288972698.322,,,8.0,2.475,0.328,,,
1288972698.415,0.165,-1.003,,,,,,
1288972698.416,,,,,,3.2288171,-2.8034921,-1.49670367
1288972690.89,,,5.0,1.889,0.33,,,
1288972698.113,,,8.0,2.57,0.207,,,
1288972698.322,,,8.0,2.475,0.328,,,
1288972698.979,,,6.0,2.981,-0.27,,,
1288972699.016,0.165,-1.003,,,,,,
1288972699.017,,,,,,3.222251,-2.8848847,-1.83858898
1288972690.89,,,5.0,1.889,0.33,,,
1288972698.113,,,8.0,2.57,0.207,,,
1288972698.322,,,8.0,2.475,0.328,,,
1288972698.979,,,6.0,2.981,-0.27,,,
1288972699.977,0.165,-1.003,,,,,,
1288972699.978,,,,,,3.1698146,-3.0177875,-1.94218898
1288972700.059,,,6.0,2.925,-0.109,,,
1288972700.096,0.165,-1.003,,,,,,
1288972700.097,,,,,,3.1645863,-3.0320433,-1.96938898
1288972700.059,,,6.0,2.925,-0.109,,,
1288972700.268,,,6.0,2.928,0.0,,,
1288972700.335,0.165,-1.003,,,,,,
1288972700.336,,,,,,3.1502764,-3.0621699,-2.11778898
1288972700.059,,,6.0,2.925,-0.109,,,
1288972700.268,,,6.0,2.928,0.0,,,
1288972700.687,,,6.0,2.762,0.293,,,
1288972700.695,0.165,-1.003,,,,,,
1288972700.6959999,,,,,,3.1220953,-3.0990688,-2.34368898
1288972700.059,,,6.0,2.925,-0.109,,,
1288972700.268,,,6.0,2.928,0.0,,,
1288972700.687,,,6.0,2.762,0.293,,,
1288972700.898,,,9.0,4.269,-0.197,,,
1288972700.935,0.165,-1.003,,,,,,
1288972700.9359999,,,,,,3.0980033,-3.1219118,-2.47258898
1288972700.059,,,6.0,2.925,-0.109,,,
1288972700.268,,,6.0,2.928,0.0,,,
1288972700.687,,,6.0,2.762,0.293,,,
1288972700.898,,,9.0,4.269,-0.197,,,
1288972701.107,,,9.0,4.319,-0.087,,,
1288972701.177,0.165,-1.003,,,,,,
1288972701.178,,,,,,3.0701053,-3.1414676,-2.63288898
1288972700.059,,,6.0,2.925,-0.109,,,
1288972700.268,,,6.0,2.928,0.0,,,
1288972700.687,,,6.0,2.762,0.293,,,
1288972700.898,,,9.0,4.269,-0.197,,,
1288972701.107,,,9.0,4.319,-0.087,,,
1288972701.315,,,9.0,4.334,0.036,,,
1288972701.42,0.165,-1.003,,,,,,
1288972701.421,,,,,,3.0408003,-3.1558048,-2.77298898
1288972701.525,,,9.0,4.253,0.154,,,
1288972701.535,0.165,-1.003,,,,,,
1288972701.536,,,,,,3.0274089,-3.160127,-2.82718898
1288972701.525,,,9.0,4.253,0.154,,,
1288972701.738,,,9.0,4.132,0.276,,,
1288972701.777,0.165,-1.003,,,,,,
1288972701.7779999,,,,,,2.9957336,-3.1672858,-2.98688898
1288972701.525,,,9.0,4.253,0.154,,,
1288972701.738,,,9.0,4.132,0.276,,,
1288972702.369,,,4.0,2.283,-0.005,,,
1288972702.377,0.165,-1.003,,,,,,
1288972702.378,,,,,,2.9153166,-3.1671101,2.94349633
1288972701.525,,,9.0,4.253,0.154,,,
1288972701.738,,,9.0,4.132,0.276,,,
1288972702.369,,,4.0,2.283,-0.005,,,
1288972702.79,,,7.0,1.333,-0.145,,,
1288972702.86,0.165,-1.003,,,,,,
1288972702.8609998,,,,,,2.8548746,-3.1470189,2.65749633
1288972701.525,,,9.0,4.253,0.154,,,
1288972701.738,,,9.0,4.132,0.276,,,
1288972702.369,,,4.0,2.283,-0.005,,,
1288972702.79,,,7.0,1.333,-0.145,,,
1288972702.998,,,7.0,1.329,-0.033,,,
1288972703.099,0.165,-1.003,,,,,,
1288972703.1,,,,,,2.8284781,-3.1326341,2.52119633
1288972703.208,,,7.0,1.306,0.08,,,
1288972703.22,0.165,-1.003,,,,,,
1288972703.221,,,,,,2.8173673,-3.1246878,2.45749633
1288972703.208,,,7.0,1.306,0.08,,,
1288972711.63,0.165,-1.003,,,,,,
1288972711.631,,,,,,2.2123107,-2.0161569,2.05929633
1288972711.69,,,15.0,3.638,0.46,,,
1288972711.751,0.165,-1.003,,,,,,
1288972711.7519999,,,,,,2.2037896,-1.9997289,2.02109633
1288972711.69,,,15.0,3.638,0.46,,,
1288972711.901,,,14.0,2.729,0.306,,,
1288972711.99,0.165,-1.003,,,,,,
1288972711.991,,,,,,2.1934923,-1.97138,1.88389633
1288972711.69,,,15.0,3.638,0.46,,,
1288972711.901,,,14.0,2.729,0.306,,,
1288972712.322,,,13.0,2.086,-0.535,,,
1288972712.352,0.165,-1.003,,,,,,
1288972712.353,,,,,,2.1842375,-1.9253996,1.67489633
1288972711.69,,,15.0,3.638,0.46,,,
1288972711.901,,,14.0,2.729,0.306,,,
1288972712.322,,,13.0,2.086,-0.535,,,
1288972712.747,,,13.0,2.269,-0.301,,,
1288972712.831,0.165,-1.003,,,,,,
1288972712.832,,,,,,2.1835695,-1.8594961,1.37089633
1288972711.69,,,15.0,3.638,0.46,,,
1288972711.901,,,14.0,2.729,0.306,,,
1288972712.322,,,13.0,2.086,-0.535,,,
1288972712.747,,,13.0,2.269,-0.301,,,
1288972712.958,,,13.0,2.305,-0.182,,,
1288972713.071,0.165,-1.003,,,,,,
1288972713.072,,,,,,2.1909546,-1.8284199,1.22769633
1288972711.69,,,15.0,3.638,0.46,,,
1288972711.901,,,14.0,2.729,0.306,,,
1288972712.322,,,13.0,2.086,-0.535,,,
1288972712.747,,,13.0,2.269,-0.301,,,
1288972712.958,,,13.0,2.305,-0.182,,,
1288972713.593,,,13.0,2.223,0.24,,,
1288972713.671,0.165,-1.003,,,,,,
1288972713.672,,,,,,2.2271108,-1.7575681,0.85559633
1288972711.69,,,15.0,3.638,0.46,,,
1288972711.901,,,14.0,2.729,0.306,,,
1288972712.322,,,13.0,2.086,-0.535,,,
1288972712.747,,,13.0,2.269,-0.301,,,
1288972712.958,,,13.0,2.305,-0.182,,,
1288972713.593,,,13.0,2.223,0.24,,,
1288972713.808,,,12.0,2.976,-0.05,,,
1288972713.911,0.165,-1.003,,,,,,
1288972713.912,,,,,,2.2487183,-1.7340554,0.72699633
1288972714.02,,,12.0,2.947,0.065,,,
1288972714.034,0.165,-1.003,,,,,,
1288972714.0349998,,,,,,2.2600653,-1.7229711,0.65149633
1288972714.02,,,12.0,2.947,0.065,,,
1288972714.233,,,12.0,2.892,0.187,,,
1288972714.277,0.165,-1.003,,,,,,
1288972714.2779999,,,,,,2.2871982,-1.7067464,0.52039633
1288972714.02,,,12.0,2.947,0.065,,,
1288972714.233,,,12.0,2.892,0.187,,,
1288972714.447,,,12.0,2.808,0.304,,,
1288972714.516,0.165,-1.003,,,,,,
1288972714.517,,,,,,2.3145602,-1.6923403,0.38169633
1288972714.02,,,12.0,2.947,0.065,,,
1288972714.233,,,12.0,2.892,0.187,,,
1288972714.447,,,12.0,2.808,0.304,,,
1288972715.091,,,11.0,2.059,-0.385,,,
1288972715.116,0.165,-1.003,,,,,,
1288972715.1169999,,,,,,2.3917703,-1.6739535,0.02639633
1288972714.02,,,12.0,2.947,0.065,,,
1288972714.233,,,12.0,2.892,0.187,,,
1288972714.447,,,12.0,2.808,0.304,,,
1288972715.091,,,11.0,2.059,-0.385,,,
1288972715.307,,,11.0,2.107,-0.259,,,
1288972715.356,0.165,-1.003,,,,,,
1288972715.3569999,,,,,,2.4243941,-1.6796337,-0.09080367
1288972714.02,,,12.0,2.947,0.065,,,
1288972714.233,,,12.0,2.892,0.187,,,
1288972714.447,,,12.0,2.808,0.304,,,
1288972715.091,,,11.0,2.059,-0.385,,,
1288972715.307,,,11.0,2.107,-0.259,,,
1288972715.522,,,11.0,2.136,-0.151,,,
1288972715.594,0.165,-1.003,,,,,,
1288972715.595,,,,,,2.454041,-1.6840006,-0.23880367
1288972714.02,,,12.0,2.947,0.065,,,
1288972714.233,,,12.0,2.892,0.187,,,
1288972714.447,,,12.0,2.808,0.304,,,
1288972715.091,,,11.0,2.059,-0.385,,,
1288972715.307,,,11.0,2.107,-0.259,,,
1288972715.522,,,11.0,2.136,-0.151,,,
1288972715.74,,,11.0,2.141,-0.038,,,
1288972715.836,0.165,-1.003,,,,,,
1288972715.837,,,,,,2.48525,-1.6912531,-0.39970367
1288972714.02,,,12.0,2.947,0.065,,,
1288972714.233,,,12.0,2.892,0.187,,,
1288972714.447,,,12.0,2.808,0.304,,,
1288972715.091,,,11.0,2.059,-0.385,,,
1288972715.307,,,11.0,2.107,-0.259,,,
1288972715.522,,,11.0,2.136,-0.151,,,
1288972715.74,,,11.0,2.141,-0.038,,,
1288972715.956,,,11.0,2.105,0.098,,,
1288972716.076,0.165,-1.003,,,,,,
1288972716.077,,,,,,2.512813,-1.7058456,-0.53240367
1288972716.171,,,11.0,2.052,0.212,,,
1288972716.196,0.165,-1.003,,,,,,
1288972716.197,,,,,,2.5257106,-1.7149884,-0.59910367
1288972716.171,,,11.0,2.052,0.212,,,
1288972716.388,,,11.0,1.973,0.331,,,
1288972716.436,0.165,-1.003,,,,,,
1288972716.437,,,,,,2.557328,-1.731762,-0.78840367
1288972716.171,,,11.0,2.052,0.212,,,
1288972716.388,,,11.0,1.973,0.331,,,
1288972716.603,,,11.0,1.8,0.513,,,
1288972716.68,0.165,-1.003,,,,,,
1288972716.681,,,,,,2.5744739,-1.7361677,-0.90730367
1288972716.171,,,11.0,2.052,0.212,,,
1288972716.388,,,11.0,1.973,0.331,,,
1288972716.603,,,11.0,1.8,0.513,,,
1288972716.819,,,8.0,3.761,-0.087,,,
1288972716.92,0.165,-1.003,,,,,,
1288972716.921,,,,,,2.5955582,-1.7481897,-1.06000367
1288972717.034,,,8.0,3.761,0.035,,,
1288972717.034,0.165,-1.003,,,,,,
1288972717.0349998,,,,,,2.6053531,-1.7955936,-1.13000367
1288972717.034,,,8.0,3.761,0.035,,,
1288972718.24,0.165,0.902,,,,,,
1288972718.241,,,,,,2.6318958,-1.9527084,-1.89798898
1288972718.312,,,6.0,3.786,0.055,,,
1288972718.36,0.165,0.902,,,,,,
1288972718.3609998,,,,,,2.6168676,-1.9711796,-1.80708898
1288972718.312,,,6.0,3.786,0.055,,,
1288972719.397,,,8.0,3.444,0.158,,,
1288972719.439,0.165,0.902,,,,,,
1288972719.4399998,,,,,,2.6315788,-2.1059227,-1.25700367
1288972718.312,,,6.0,3.786,0.055,,,
1288972719.397,,,8.0,3.444,0.158,,,
1288972719.612,,,8.0,3.444,0.041,,,
1288972719.68,0.165,0.902,,,,,,
1288972719.681,,,,,,2.6411517,-2.1108208,-1.06210367
1288972718.312,,,6.0,3.786,0.055,,,
1288972719.397,,,8.0,3.444,0.158,,,
1288972719.612,,,8.0,3.444,0.041,,,
1288972719.828,,,8.0,3.403,-0.075,,,
1288972719.918,0.165,0.902,,,,,,
1288972719.919,,,,,,2.6476376,-2.1322537,-0.89570367
1288972718.312,,,6.0,3.786,0.055,,,
1288972719.397,,,8.0,3.444,0.158,,,
1288972719.612,,,8.0,3.444,0.041,,,
1288972719.828,,,8.0,3.403,-0.075,,,
1288972720.038,0.165,-1.003,,,,,,
1288972720.039,,,,,,2.6623752,-2.1637552,-0.83030367
1288972720.045,,,8.0,3.338,-0.194,,,
1288972720.158,0.165,-1.003,,,,,,
1288972720.159,,,,,,2.6689089,-2.1706506,-0.79410367
1288972720.045,,,8.0,3.338,-0.194,,,
1288972720.475,,,8.0,3.325,-0.046,,,
1288972720.518,0.165,-1.003,,,,,,
1288972720.5189998,,,,,,2.7015339,-2.1935055,-1.04020367
1288972720.045,,,8.0,3.338,-0.194,,,
1288972720.475,,,8.0,3.325,-0.046,,,
1288972720.69,,,8.0,3.325,0.072,,,
1288972720.764,0.165,-1.003,,,,,,
1288972720.7649999,,,,,,2.7211234,-2.2557693,-1.21330367
1288972720.045,,,8.0,3.338,-0.194,,,
1288972720.475,,,8.0,3.325,-0.046,,,
1288972720.69,,,8.0,3.325,0.072,,,
1288972722.398,,,9.0,4.154,-0.326,,,
1288972722.444,0.165,-1.003,,,,,,
1288972722.445,,,,,,2.6812008,-2.4882574,-2.11928898
1288972720.045,,,8.0,3.338,-0.194,,,
1288972720.475,,,8.0,3.325,-0.046,,,
1288972720.69,,,8.0,3.325,0.072,,,
1288972722.398,,,9.0,4.154,-0.326,,,
1288972722.61,,,9.0,4.269,-0.205,,,
1288972722.684,0.165,-1.003,,,,,,
1288972722.685,,,,,,2.6798969,-2.4957375,-2.33288898
1288972720.045,,,8.0,3.338,-0.194,,,
1288972720.475,,,8.0,3.325,-0.046,,,
1288972720.69,,,8.0,3.325,0.072,,,
1288972722.398,,,9.0,4.154,-0.326,,,
1288972722.61,,,9.0,4.269,-0.205,,,
1288972722.823,,,9.0,4.29,-0.085,,,
1288972722.924,0.165,-1.003,,,,,,
1288972722.925,,,,,,2.6567063,-2.5208495,-2.49058898
1288972723.036,,,9.0,4.324,0.041,,,
1288972723.402,0.165,0.902,,,,,,
1288972723.4029999,,,,,,2.5979733,-2.5579303,-2.58558898
1288972723.476,,,4.0,1.5,-0.308,,,
1288972723.476,,,9.0,4.269,0.082,,,
1288972723.523,0.165,0.902,,,,,,
1288972723.524,,,,,,2.5830393,-2.566799,-2.54608898
1288972723.476,,,4.0,1.5,-0.308,,,
1288972723.476,,,9.0,4.269,0.082,,,
1288972723.689,,,9.0,4.205,-0.01,,,
1288972723.762,0.165,0.902,,,,,,
1288972723.763,,,,,,2.5586096,-2.5841585,-2.40518898
1288972723.476,,,4.0,1.5,-0.308,,,
1288972723.476,,,9.0,4.269,0.082,,,
1288972723.689,,,9.0,4.205,-0.01,,,
1288972724.116,,,9.0,3.916,-0.316,,,
1288972724.128,0.165,0.902,,,,,,
1288972724.129,,,,,,2.5239609,-2.622041,-2.17748898
1288972723.476,,,4.0,1.5,-0.308,,,
1288972723.476,,,9.0,4.269,0.082,,,
1288972723.689,,,9.0,4.205,-0.01,,,
1288972724.116,,,9.0,3.916,-0.316,,,
1288972733.02,0.165,0.902,,,,,,
1288972733.021,,,,,,1.8547554,-3.7845637,-2.09308898
1288972723.476,,,4.0,1.5,-0.308,,,
1288972723.476,,,9.0,4.269,0.082,,,
1288972723.689,,,9.0,4.205,-0.01,,,
1288972724.116,,,9.0,3.916,-0.316,,,
1288972733.334,,,6.0,1.72,0.382,,,
1288972733.374,0.165,0.902,,,,,,
1288972733.375,,,,,,1.8333409,-3.8272887,-1.91178898
1288972723.476,,,4.0,1.5,-0.308,,,
1288972723.476,,,9.0,4.269,0.082,,,
1288972723.689,,,9.0,4.205,-0.01,,,
1288972724.116,,,9.0,3.916,-0.316,,,
1288972733.334,,,6.0,1.72,0.382,,,
1288972733.547,,,6.0,1.749,0.273,,,
1288972733.614,0.165,0.902,,,,,,
1288972733.615,,,,,,1.8239895,-3.8584022,-1.77518898
1288972723.476,,,4.0,1.5,-0.308,,,
1288972723.476,,,9.0,4.269,0.082,,,
1288972723.689,,,9.0,4.205,-0.01,,,
1288972724.116,,,9.0,3.916,-0.316,,,
1288972733.334,,,6.0,1.72,0.382,,,
1288972733.547,,,6.0,1.749,0.273,,,
1288972733.76,,,6.0,1.759,0.157,,,
1288972733.86,0.165,0.902,,,,,,
1288972733.8609998,,,,,,1.8181657,-3.8915717,-1.62348898
1288972733.973,,,6.0,1.748,0.038,,,
1288972733.979,0.165,0.902,,,,,,
1288972733.98,,,,,,1.8173475,-3.906004,-1.55470367
1288972733.973,,,6.0,1.748,0.038,,,
1288972735.471,,,8.0,2.607,0.348,,,
1288972735.54,0.165,0.902,,,,,,
1288972735.541,,,,,,1.9058022,-4.0891913,-0.64380367
1288972733.973,,,6.0,1.748,0.038,,,
1288972735.471,,,8.0,2.607,0.348,,,
1288972735.902,,,8.0,2.723,0.068,,,
1288972736.02,0.165,0.902,,,,,,
1288972736.021,,,,,,1.9608134,-4.1236186,-0.35750367
1288972736.117,,,8.0,2.654,-0.05,,,
1288972736.14,0.165,0.902,,,,,,
1288972736.141,,,,,,1.9781731,-4.1288984,-0.29230367
1288972736.117,,,8.0,2.654,-0.05,,,
1288972737.217,,,11.0,2.888,0.28,,,
1288972737.224,0.165,0.902,,,,,,
1288972737.225,,,,,,2.1186989,-4.125579,0.34539633
1288972736.117,,,8.0,2.654,-0.05,,,
1288972737.217,,,11.0,2.888,0.28,,,
1288972737.655,,,11.0,2.917,0.053,,,
1288972737.701,0.165,0.902,,,,,,
1288972737.702,,,,,,2.1772871,-4.0978054,0.62319633
1288972736.117,,,8.0,2.654,-0.05,,,
1288972737.217,,,11.0,2.888,0.28,,,
1288972737.655,,,11.0,2.917,0.053,,,
1288972737.874,,,11.0,2.878,-0.065,,,
1288972737.941,0.165,0.902,,,,,,
1288972737.942,,,,,,2.2021767,-4.0786768,0.77109633
1288972736.117,,,8.0,2.654,-0.05,,,
1288972737.217,,,11.0,2.888,0.28,,,
1288972737.655,,,11.0,2.917,0.053,,,
1288972737.874,,,11.0,2.878,-0.065,,,
1288972738.092,,,11.0,2.808,-0.187,,,
1288972738.184,0.165,0.902,,,,,,
1288972738.185,,,,,,2.2211748,-4.0535,0.89359633
1288972736.117,,,8.0,2.654,-0.05,,,
1288972737.217,,,11.0,2.888,0.28,,,
1288972737.655,,,11.0,2.917,0.053,,,
1288972737.874,,,11.0,2.878,-0.065,,,
1288972738.092,,,11.0,2.808,-0.187,,,
1288972738.527,,,4.0,2.231,0.104,,,
1288972738.541,0.165,0.902,,,,,,
1288972738.5419998,,,,,,2.2485207,-4.0157069,1.10029633
1288972736.117,,,8.0,2.654,-0.05,,,
1288972737.217,,,11.0,2.888,0.28,,,
1288972737.655,,,11.0,2.917,0.053,,,
1288972737.874,,,11.0,2.878,-0.065,,,
1288972738.092,,,11.0,2.808,-0.187,,,
1288972738.527,,,4.0,2.231,0.104,,,
1288972738.961,,,7.0,1.465,0.534,,,
1288972739.024,0.165,0.902,,,,,,
1288972739.0249999,,,,,,2.2693795,-3.9544923,1.38709633
1288972736.117,,,8.0,2.654,-0.05,,,
1288972737.217,,,11.0,2.888,0.28,,,
1288972737.655,,,11.0,2.917,0.053,,,
1288972737.874,,,11.0,2.878,-0.065,,,
1288972738.092,,,11.0,2.808,-0.187,,,
1288972738.527,,,4.0,2.231,0.104,,,
1288972738.961,,,7.0,1.465,0.534,,,
1288972739.199,,,7.0,1.516,0.425,,,
1288972739.262,0.165,0.902,,,,,,
1288972739.263,,,,,,2.2748334,-3.922004,1.53839633
1288972736.117,,,8.0,2.654,-0.05,,,
1288972737.217,,,11.0,2.888,0.28,,,
1288972737.655,,,11.0,2.917,0.053,,,
1288972737.874,,,11.0,2.878,-0.065,,,
1288972738.092,,,11.0,2.808,-0.187,,,
1288972738.527,,,4.0,2.231,0.104,,,
1288972738.961,,,7.0,1.465,0.534,,,
1288972739.199,,,7.0,1.516,0.425,,,
1288972739.414,,,7.0,1.562,0.264,,,
1288972739.508,0.165,0.902,,,,,,
1288972739.5089998,,,,,,2.2749243,-3.8904026,1.67759633
1288972736.117,,,8.0,2.654,-0.05,,,
1288972737.217,,,11.0,2.888,0.28,,,
1288972737.655,,,11.0,2.917,0.053,,,
1288972737.874,,,11.0,2.878,-0.065,,,
1288972738.092,,,11.0,2.808,-0.187,,,
1288972738.527,,,4.0,2.231,0.104,,,
1288972738.961,,,7.0,1.465,0.534,,,
1288972739.199,,,7.0,1.516,0.425,,,
1288972739.414,,,7.0,1.562,0.264,,,
1288972739.628,,,7.0,1.57,0.148,,,
1288972739.742,0.165,0.902,,,,,,
1288972739.743,,,,,,2.2708357,-3.8610631,1.83039633
1288972739.841,,,7.0,1.551,0.025,,,
1288972739.862,0.165,0.902,,,,,,
1288972739.863,,,,,,2.265405,-3.8428214,1.89789633
1288972739.841,,,7.0,1.551,0.025,,,
1288972740.053,,,7.0,1.51,-0.077,,,
1288972740.102,0.165,0.902,,,,,,
1288972740.103,,,,,,2.2534528,-3.8134736,2.01999633
1288972739.841,,,7.0,1.551,0.025,,,
1288972740.053,,,7.0,1.51,-0.077,,,
1288972740.266,,,7.0,1.455,-0.202,,,
1288972740.348,0.165,0.902,,,,,,
1288972740.349,,,,,,2.2380744,-3.7853021,2.17569633
1288972739.841,,,7.0,1.551,0.025,,,
1288972740.053,,,7.0,1.51,-0.077,,,
1288972740.266,,,7.0,1.455,-0.202,,,
1288972740.691,,,7.0,1.296,-0.449,,,
1288972740.708,0.165,0.902,,,,,,
1288972740.7089999,,,,,,2.208334,-3.7477303,2.38489633
1288972739.841,,,7.0,1.551,0.025,,,
1288972740.053,,,7.0,1.51,-0.077,,,
1288972740.266,,,7.0,1.455,-0.202,,,
1288972740.691,,,7.0,1.296,-0.449,,,
1288972741.308,0.165,-1.003,,,,,,
1288972741.309,,,,,,2.1374158,-3.6920932,2.48429633
1288972741.348,,,10.0,3.236,0.256,,,
1288972741.428,0.165,-1.003,,,,,,
1288972741.429,,,,,,2.1234878,-3.6818272,2.44529633
1288972741.348,,,10.0,3.236,0.256,,,
1288972741.986,,,7.0,1.195,-0.364,,,
1288972742.026,0.165,-1.003,,,,,,
1288972742.027,,,,,,2.0721557,-3.6225063,2.08879633
1288972741.348,,,10.0,3.236,0.256,,,
1288972741.986,,,7.0,1.195,-0.364,,,
1288972742.198,,,7.0,1.216,-0.251,,,
1288972742.268,0.165,-1.003,,,,,,
1288972742.2689998,,,,,,2.0578595,-3.5949026,1.94389633
1288972741.348,,,10.0,3.236,0.256,,,
1288972741.986,,,7.0,1.195,-0.364,,,
1288972742.198,,,7.0,1.216,-0.251,,,
1288972742.409,,,7.0,1.215,-0.082,,,
1288972742.507,0.165,-1.003,,,,,,
1288972742.508,,,,,,2.0470398,-3.5646332,1.79769633
1288972742.622,,,7.0,1.198,0.033,,,
1288972742.628,0.165,-1.003,,,,,,
1288972742.629,,,,,,2.0440369,-3.5497451,1.73679633
1288972742.622,,,7.0,1.198,0.033,,,
1288972742.836,,,7.0,1.16,0.153,,,
1288972742.866,0.165,-1.003,,,,,,
1288972742.8669999,,,,,,2.0394046,-3.5145038,1.58189633
1288972742.622,,,7.0,1.198,0.033,,,
1288972742.836,,,7.0,1.16,0.153,,,
1288972743.05,,,7.0,1.107,0.278,,,
1288972743.106,0.165,-1.003,,,,,,
1288972743.1069999,,,,,,2.0390115,-3.4828381,1.43669633
1288972742.622,,,7.0,1.198,0.033,,,
1288972742.836,,,7.0,1.16,0.153,,,
1288972743.05,,,7.0,1.107,0.278,,,
1288972747.676,0.165,0.902,,,,,,
1288972747.677,,,,,,2.4490123,-2.9549773,0.83569633
1288972747.717,,,12.0,3.822,0.16,,,
1288972747.717,,,13.0,2.999,0.501,,,
1288972747.797,0.165,0.902,,,,,,
1288972747.7979999,,,,,,2.461145,-2.9417702,0.86909633
